Name;Duration;r_shoulder_y;r_shoulder_x;r_arm_z;r_elbow_y;r_wrist_z;r_wrist_x;head_z;head_y;l_hip_x;l_hip_z;l_hip_y;l_knee_y;l_ankle_y;l_shoulder_y;l_shoulder_x;l_arm_z;l_elbow_y;l_wrist_z;l_wrist_x;bust_y;bust_x;r_hip_x;r_hip_z;r_hip_y;r_knee_y;r_ankle_y;abs_x;abs_y;abs_z
assis base;5.0;S-31.16;S97.63;S-5.76;S-19.03;S73.17;S30.06;S8.36;S8.3;S14.81;S-4.97;S5.32;S123.82;S67.3;S-30.55;S-95.78;S-21.32;S-19.21;S-74.05;S-60.85;S14.73;S6.55;S-6.02;S9.36;S4.97;S123.21;S64.31;S-0.22;S44.0;S0.13
toto;1;S-33.36;S81.19;S31.96;S-67.56;S80.79;S-35.92;S8.06;S13.87;S6.73;S3.12;S-3.12;S122.86;S65.54;S-37.58;S-94.81;S-23.87;S-13.41;S-64.96;S-19.21;S22.46;S9.27;S-6.81;S15.34;S-4.35;S121.71;S63.87;S0.4;S40.48;S-12.26
toto;1;S-34.42;S67.82;S28.53;S-98.51;S81.67;S-33.58;S8.06;S13.87;S7.34;S3.12;S-3.21;S122.86;S65.54;S-39.52;S-94.02;S-23.87;S-13.58;S-64.96;S-19.21;S23.87;S9.19;S-6.29;S15.25;S-4.44;S121.8;S63.87;S0.4;S41.98;S-13.85
toto;2.0;S-58.24;S74.15;S21.85;S-19.12;S84.31;S55.28;S8.06;S18.86;S-4.35;S5.14;S-32.4;S124.18;S66.07;S-7.87;S-87.08;S-14.11;S-66.07;S-73.75;S-23.61;S2.95;S-18.77;S-20.7;S10.77;S-33.45;S122.86;S63.78;S32.84;S50.59;S-3.82
toto;1.0;S-65.01;S56.84;S20.79;S-21.58;S84.02;S58.21;S8.06;S22.38;S20.44;S11.21;S-35.47;S124.35;S64.84;S-13.23;S-95.78;S-23.08;S-103.52;S-17.45;S40.91;S8.92;S23.52;S-5.76;S7.08;S-39.16;S123.12;S64.04;S-13.23;S50.59;S20.35
toto;1.0;S-64.92;S51.56;S13.32;S-24.48;S84.02;S61.44;S0.44;S22.67;S22.02;S11.38;S-36.09;S124.0;S65.54;S-14.9;S-73.01;S-17.63;S-120.04;S-20.97;S39.74;S7.43;S30.81;S-4.88;S7.87;S-39.87;S122.86;S64.22;S-22.55;S51.3;S24.84
toto;1;S-65.54;S50.95;S11.74;S-25.27;S83.72;S62.61;S0.44;S22.96;S22.9;S12.35;S-38.02;S123.91;S65.45;S-25.63;S-56.75;S3.56;S-110.73;S16.28;S47.07;S10.07;S31.16;S-3.65;S8.22;S-42.68;S122.77;S64.22;S-25.54;S51.3;S25.27
toto;2.0;S-64.31;S56.48;S4.44;S-29.41;S94.87;S60.85;S8.36;S22.38;S20.62;S12.62;S-36.97;S124.26;S64.84;S-52.53;S-100.18;S8.57;S-70.81;S-82.26;S-64.66;S8.66;S31.34;S-4.62;S7.87;S-41.89;S123.38;S64.13;S-27.21;S50.77;S25.45
k pose 1;1;S-19.74;S64.04;S-4.35;S-49.71;S94.57;S61.14;S7.77;S22.67;S-0.13;S17.27;S-75.38;S124.0;S64.75;S-37.23;S-90.07;S-4.35;S-11.3;S-87.24;S-81.38;S-21.49;S25.54;S-16.4;S0.22;S-79.6;S122.95;S63.96;S-23.52;S27.74;S-2.68
toto;1;S-19.82;S62.55;S-5.76;S-50.24;S93.11;S65.25;S4.25;S22.96;S0.66;S17.63;S-76.26;S123.65;S65.1;S22.29;S-90.68;S8.22;S-95.78;S-68.77;S-11.88;S-17.89;S24.92;S-16.04;S0.84;S-80.31;S122.86;S64.13;S-23.78;S29.23;S-3.03
toto;1;S-20.18;S62.29;S-5.93;S-50.86;S93.11;S65.25;S4.25;S22.96;S1.36;S17.8;S-76.7;S123.65;S65.19;S21.32;S-79.6;S3.21;S-122.24;S-60.85;S-56.45;S-16.66;S24.4;S-15.6;S1.01;S-80.57;S122.77;S64.13;S-24.04;S29.76;S-2.95
toto;1;S-20.53;S62.02;S-6.02;S-51.56;S93.11;S65.54;S4.55;S22.96;S1.8;S17.89;S-77.14;S123.65;S65.1;S-59.3;S-74.59;S-12.88;S-73.63;S-66.72;S-52.93;S-15.96;S24.75;S-15.25;S1.19;S-80.92;S122.77;S64.13;S-24.22;S30.2;S-2.77
toto;1;S-20.97;S61.76;S-6.11;S-52.0;S93.11;S62.9;S4.55;S22.96;S1.45;S17.71;S-76.7;S123.74;S65.1;S-84.09;S-91.47;S-3.21;S1.27;S-68.77;S-68.48;S-16.04;S25.63;S-15.6;S1.71;S-80.75;S123.03;S64.13;S-23.87;S29.76;S-1.89
toto;1;S-20.09;S60.0;S-6.55;S-50.68;S91.94;S68.18;S0.15;S23.26;S-10.77;S5.49;S-85.85;S98.77;S65.27;S-60.97;S-90.33;S3.3;S-31.25;S-67.01;S-67.89;S-0.04;S9.54;S-19.21;S-5.85;S-83.91;S96.4;S63.08;S-1.98;S-3.56;S7.87
toto;1;S-20.7;S60.53;S-6.11;S-53.05;S91.06;S65.84;S-1.61;S23.26;S-3.38;S3.38;S-90.33;S117.67;S65.54;S-61.49;S-92.0;S2.86;S-32.31;S-68.48;S-64.66;S-3.38;S12.88;S-19.91;S-4.7;S-87.16;S112.75;S62.81;S-1.8;S6.2;S5.32
toto;1;S0.92;S62.55;S-28.35;S-132.62;S64.08;S-11.58;S-1.91;S23.55;S-3.82;S3.03;S-91.21;S116.97;S66.15;S-63.08;S-90.95;S3.38;S-34.42;S-66.72;S-63.78;S-2.51;S14.55;S-20.88;S-5.85;S-88.57;S113.89;S63.16;S-1.36;S7.34;S8.13
toto;1;S-55.25;S73.45;S1.19;S-78.29;S99.85;S21.26;S-1.91;S23.26;S-3.12;S0.92;S-91.03;S119.52;S66.15;S-63.96;S-90.77;S3.21;S-35.47;S-67.3;S-62.61;S-9.71;S-5.76;S-19.74;S-5.41;S-88.31;S114.07;S63.43;S-1.71;S7.69;S7.25
toto;1;S-78.9;S83.38;S-15.34;S-0.13;S100.15;S60.56;S-1.91;S23.55;S-2.68;S0.04;S-91.12;S120.4;S66.15;S-65.36;S-90.15;S2.95;S-37.23;S-67.6;S-61.44;S-18.77;S-21.14;S-20.18;S-6.02;S-88.66;S114.95;S63.43;S-1.98;S8.31;S7.78
toto;1;S-46.81;S80.48;S-15.34;S-12.53;S86.66;S61.44;S1.32;S23.26;S5.76;S-8.4;S-48.66;S72.57;S65.89;S-53.85;S-94.73;S-13.41;S1.01;S-72.87;S-76.98;S-3.47;S-6.37;S-9.19;S-6.64;S-38.29;S62.99;S63.16;S-2.33;S-3.91;S5.41
toto;1;S-53.23;S84.09;S-14.64;S-15.43;S103.67;S60.85;S1.03;S22.96;S3.74;S-1.98;S-71.16;S88.13;S66.15;S-51.12;S-96.13;S8.22;S0.57;S-79.03;S-80.5;S-19.91;S5.32;S-10.51;S-3.3;S-64.75;S81.45;S62.9;S-2.15;S-5.05;S0.84
